car_park_no,car_park_type,car_park_type_encoded,cluster_label,kmeans,Sector,x_coord,y_coord
HG64,SURFACE CAR PARK,5,1,1,North-East,33895.9179,39593.254
HG65,SURFACE CAR PARK,5,1,3,East,34622.7764,36051.0336
HG66,SURFACE CAR PARK,5,1,3,East,34913.4572,35860.8756
HG67,SURFACE CAR PARK,5,1,1,North-East,34955.3741,39587.9068
HG68,MULTI-STOREY CAR PARK,4,1,1,North-East,34512.6726,39104.8807
HG69,MULTI-STOREY CAR PARK,4,1,1,North-East,34638.456,39111.1082
HG7,SURFACE CAR PARK,5,1,3,East,34063.4941,37305.6551
HG70,MULTI-STOREY CAR PARK,4,1,1,North-East,34141.9377,40105.4776
HG71,MULTI-STOREY CAR PARK,4,1,1,North-East,33904.3999,39964.9457
HG72,MULTI-STOREY CAR PARK,4,1,1,North-East,33852.9205,40066.849
HG73,MULTI-STOREY CAR PARK,4,1,1,North-East,33590.2913,40031.4783
HG74,MULTI-STOREY CAR PARK,4,1,3,East,34093.2753,36992.4181
HG75,MULTI-STOREY CAR PARK,4,1,3,East,34196.4873,36967.1434
HG76,MULTI-STOREY CAR PARK,4,1,3,East,33136.5776,37096.1058
HG77,MULTI-STOREY CAR PARK,4,1,1,North-East,33667.3839,39716.3125
HG78,MULTI-STOREY CAR PARK,4,1,1,North-East,33558.5205,39862.4297
HG79,MULTI-STOREY CAR PARK,4,1,1,North-East,33249.7444,39781.9719
HG80,MULTI-STOREY CAR PARK,4,1,1,North-East,33091.2937,39576.5271
HG81,SURFACE CAR PARK,5,1,1,North-East,35344.4023,38110.0508
HG82,SURFACE CAR PARK,5,1,1,North-East,35706.5,38048.3008
HG83,SURFACE CAR PARK,5,1,1,North-East,35650.3728,37831.2487
HG84,SURFACE CAR PARK,5,1,1,North-East,35239,37964.8945
HG85,SURFACE CAR PARK,5,1,1,North-East,35362.1016,38036.1953
HG86,MULTI-STOREY CAR PARK,4,1,1,North-East,33253.8313,39628.6415
HG87,MULTI-STOREY CAR PARK,4,1,1,North-East,32957.2644,39767.9074
HG88,MULTI-STOREY CAR PARK,4,1,1,North-East,34150.9965,39781.4108
HG89,MULTI-STOREY CAR PARK,4,1,1,North-East,34756.316,39980.4127
HG9,SURFACE CAR PARK,5,1,1,North-East,33698.1131,37886.9986
HG9T,SURFACE CAR PARK,5,1,1,North-East,33778.1037,37858.0136
HG90,MULTI-STOREY CAR PARK,4,1,1,North-East,32955.07,39984.6887
HG91,MULTI-STOREY CAR PARK,4,1,1,North-East,33219.5565,39999.7403
HG92,MULTI-STOREY CAR PARK,4,1,1,North-East,34311.515,38261.6987
HG93,MULTI-STOREY CAR PARK,4,1,1,North-East,33208.1321,40216.5463
HG94,MULTI-STOREY CAR PARK,4,1,1,North-East,33267.1427,40391.5643
HG95,MULTI-STOREY CAR PARK,4,1,3,East,34319.1474,37341.5832
HG96,SURFACE CAR PARK,5,1,3,East,34282.3014,37198.2092
HG97,SURFACE CAR PARK,5,1,1,North-East,34837.3954,39248.3805
HG98,MULTI-STOREY CAR PARK,4,1,1,North-East,32938.9335,40216.0826
HG99,SURFACE CAR PARK,5,1,3,East,34202.0544,36839.2199
HLM,MULTI-STOREY CAR PARK,4,4,2,South,29354.6692,29687.508
HRM,MULTI-STOREY CAR PARK,4,4,2,South,26668.6582,29993.0383
HR1,SURFACE CAR PARK,5,1,3,East,35147.8437,32640.4844
HR2,SURFACE CAR PARK,5,1,3,East,35090.332,32769.8359
HR3,SURFACE CAR PARK,5,1,3,East,35018.9851,32918.853
HR4,SURFACE CAR PARK,5,1,3,East,34975.9951,32997.6117
HR5,SURFACE CAR PARK,5,1,3,East,34875.6086,32812.5333
HVM,MULTI-STOREY CAR PARK,4,4,2,South,27376.7446,30252.7338
H11,SURFACE CAR PARK,5,4,2,South,27390.4513,29983.9052
H12,SURFACE CAR PARK,5,4,2,South,27342.3203,30487.627
H14,MULTI-STOREY CAR PARK,4,4,2,South,27905.0274,30102.5966
H15,SURFACE CAR PARK,5,4,2,South,27733.5273,30287.791
H17,MULTI-STOREY CAR PARK,4,4,2,South,27392.1841,30064.5769
H18,MULTI-STOREY CAR PARK,4,4,2,South,27294.4381,30155.4567
H3,SURFACE CAR PARK,5,4,2,South,27910.6083,30378.7005
H3BL,SURFACE CAR PARK,5,1,1,North-East,33444.3288,40713.4165
H3DL,SURFACE CAR PARK,5,1,1,North-East,33209.3106,40779.9579
H4,SURFACE CAR PARK,5,4,2,South,27560.7129,30056.3984
H42A,SURFACE CAR PARK,5,1,1,North-East,33437.4888,39407.7276
H6,SURFACE CAR PARK,5,4,2,South,27517.5526,30418.6159
H6M,MULTI-STOREY CAR PARK,4,4,2,South,27399.5432,30402.6587
H8,SURFACE CAR PARK,5,4,2,South,27733.2963,30015.8248
H87L,SURFACE CAR PARK,5,1,1,North-East,33038.8293,40052.7361
H93L,SURFACE CAR PARK,5,1,1,North-East,33274.8825,40196.8778
JBM,MULTI-STOREY CAR PARK,4,4,2,South,27317.7804,29079.9207
JBM2,MULTI-STOREY CAR PARK,4,4,2,South,27105.3295,29188.4439
JB1,SURFACE CAR PARK,5,4,3,East,33505.3407,31638.549
JB2,SURFACE CAR PARK,5,4,3,East,33528.7279,31552.9403
JB3,SURFACE CAR PARK,5,4,3,East,33672.4849,31431.027
JB4,SURFACE CAR PARK,5,4,3,East,33547.8789,31758.125
JCM,MULTI-STOREY CAR PARK,4,1,3,East,35293.685,33059.6021
JCML,SURFACE CAR PARK,5,1,3,East,35269.0428,33048.779
JKM,MULTI-STOREY CAR PARK,4,4,2,South,28629.3066,29963.8422
JKS,SURFACE CAR PARK,5,4,2,South,28703.5642,30064.2195
JMB1,MULTI-STOREY CAR PARK,4,4,2,South,27298.7467,29375.368
JMB2,MULTI-STOREY CAR PARK,4,4,2,South,27274.0467,29729.2354
JMB3,MULTI-STOREY CAR PARK,4,4,2,South,27140.8217,29448.5025
JMS,SURFACE CAR PARK,5,4,2,South,28610.6237,30051.6694
JM1,MULTI-STOREY CAR PARK,4,0,0,West,15461.2578,36356.8719
JM10,MULTI-STOREY CAR PARK,4,0,0,West,12861.1777,35680.0784
JM11,MULTI-STOREY CAR PARK,4,0,0,West,13624.8076,35994.9675
JM12,MULTI-STOREY CAR PARK,4,0,0,West,12989.0554,35920.273
JM13,MULTI-STOREY CAR PARK,4,0,0,West,13134.6714,35737.8133
JM14,MULTI-STOREY CAR PARK,4,0,0,West,13026.1447,36061.7744
JM15,MULTI-STOREY CAR PARK,4,0,0,West,13172.241,35894.5938
JM16,MULTI-STOREY CAR PARK,4,0,0,West,13399.316,35488.4096
JM17,MULTI-STOREY CAR PARK,4,0,0,West,13617.7777,35278.113
JM18,MULTI-STOREY CAR PARK,4,0,0,West,13110.6908,36127.6675
JM19,MULTI-STOREY CAR PARK,4,0,0,West,13477.0963,37120.2881
JM2,MULTI-STOREY CAR PARK,4,0,0,West,13715.4817,36231.4554
JM20,MULTI-STOREY CAR PARK,4,0,0,West,13269.4787,35285.1266
JM21,MULTI-STOREY CAR PARK,4,0,0,West,12848.9764,35472.8488
JM22,MULTI-STOREY CAR PARK,4,0,0,West,13451.5242,36321.3672
JM23,MULTI-STOREY CAR PARK,4,0,0,West,13584.64,37295.9859
JM24,MULTI-STOREY CAR PARK,4,0,0,West,12947.1123,35275.2364
JM25,MULTI-STOREY CAR PARK,4,0,0,West,13232.9976,36272.1883
JM26,MULTI-STOREY CAR PARK,4,0,0,West,13511.8473,36412.4785
JM27,MULTI-STOREY CAR PARK,4,0,0,West,13673.3012,36493.4353
JM28,MULTI-STOREY CAR PARK,4,0,0,West,12683.1316,35279.6451
JM29,MULTI-STOREY CAR PARK,4,0,0,West,12551.4555,35465.1802
JM3,MULTI-STOREY CAR PARK,4,0,0,West,13838.2635,36303.7106
JM30,MULTI-STOREY CAR PARK,4,0,0,West,13595.4624,36957.2314
JM31,MULTI-STOREY CAR PARK,4,0,0,West,12894.0173,36018.9264
JM32,MULTI-STOREY CAR PARK,4,0,0,West,14062.3852,35973.1774
JM33,MULTI-STOREY CAR PARK,4,0,0,West,12321.9597,35318.7474
JM4,MULTI-STOREY CAR PARK,4,0,0,West,13598.5325,36287.4517
JM5,MULTI-STOREY CAR PARK,4,0,0,West,13512.8021,35739.3606
JM6,MULTI-STOREY CAR PARK,4,0,0,West,13359.4862,35709.3734
JM7,MULTI-STOREY CAR PARK,4,0,0,West,13497.6635,36071.1758
JM8,MULTI-STOREY CAR PARK,4,0,0,West,13330.2931,35944.9436
JM9,MULTI-STOREY CAR PARK,4,0,0,West,12808.9157,35648.0735
JRM,MULTI-STOREY CAR PARK,4,4,2,South,31175.747,32165.4237
JRTM,MULTI-STOREY CAR PARK,4,4,2,South,25441.3095,30196.268
JSA1,SURFACE CAR PARK,5,0,0,West,15969.0318,36726.9783
JSR2,SURFACE CAR PARK,5,0,0,West,13711.4533,36158.9284
JS1L,SURFACE CAR PARK,5,0,0,West,13822.1572,35914.7433
JS3L,SURFACE CAR PARK,5,0,0,West,13008.3628,35980.6896
JS33,SURFACE CAR PARK,5,0,0,West,12457.7938,35259.9777
JS4L,SURFACE CAR PARK,5,0,0,West,15568.9516,35541.8105
JS5L,SURFACE CAR PARK,5,0,0,West,12828.9589,35710.5525
J1,SURFACE CAR PARK,5,0,0,West,17402.9823,35401.3306
J10,SURFACE CAR PARK,5,0,0,West,17625.0718,36019.1003
J11,SURFACE CAR PARK,5,0,0,West,17607.7146,36118.9485
J12,SURFACE CAR PARK,5,0,0,West,17421.1122,36167.969
J13,SURFACE CAR PARK,5,0,0,West,17271.9009,36187.6309
J14,SURFACE CAR PARK,5,0,0,West,17512.2512,36248.7864
J15,SURFACE CAR PARK,5,0,0,West,17772.459,36243.0234
J16,SURFACE CAR PARK,5,0,0,West,17129.8093,36282.7747
J17,SURFACE CAR PARK,5,0,0,West,17110.9062,36422.9844
J18,SURFACE CAR PARK,5,0,0,West,17040.9824,36558.0742
J19,SURFACE CAR PARK,5,0,0,West,16942.1133,36672.5273
J2,SURFACE CAR PARK,5,0,0,West,17255.3159,35642.1729
J20,SURFACE CAR PARK,5,0,0,West,16777.377,36482.1289
J21,SURFACE CAR PARK,5,0,0,West,16487.2598,36798.418
J21A,SURFACE CAR PARK,5,0,0,West,16615.6323,36620.0095
J22,SURFACE CAR PARK,5,0,0,West,16523.8906,37047.8984
J23,SURFACE CAR PARK,5,0,0,West,16726.1406,36905.0234
J23M,MULTI-STOREY CAR PARK,4,0,0,West,16739.1947,36793.4383
J24,SURFACE CAR PARK,5,0,0,West,16619.8437,36430.0234
J25,SURFACE CAR PARK,5,0,0,West,16684.9102,36333.9766
J26,SURFACE CAR PARK,5,0,0,West,16568.1895,36340.3828
J27,SURFACE CAR PARK,5,0,0,West,15018.2256,36557.7852
J28,SURFACE CAR PARK,5,0,0,West,14999.1709,36634.0039
J29,SURFACE CAR PARK,5,0,0,West,15045.9395,36750.0547
J3,SURFACE CAR PARK,5,0,0,West,17112.1421,35740.2671
J30,SURFACE CAR PARK,5,0,0,West,14888.3145,36770.8398
J32,SURFACE CAR PARK,5,0,0,West,15441.7334,36438.2695
J33,SURFACE CAR PARK,5,0,0,West,15152.9335,36434.7257
J34,SURFACE CAR PARK,5,0,0,West,15398.4307,36577.707
J35,SURFACE CAR PARK,5,0,0,West,15335.207,36693.7578
J36,SURFACE CAR PARK,5,0,0,West,14883.267,37142.1353
J37,SURFACE CAR PARK,5,0,0,West,14921.6961,37045.2742
J38,SURFACE CAR PARK,5,0,0,West,15231.4766,36804.4414
J39,SURFACE CAR PARK,5,0,0,West,15538.8643,36919.3594
J4,SURFACE CAR PARK,5,0,0,West,17826.3697,35522.9964
J40,SURFACE CAR PARK,5,0,0,West,15709.2368,36905.2238
J41,SURFACE CAR PARK,5,0,0,West,15615.0684,36712.7969
J42,SURFACE CAR PARK,5,0,0,West,15786.7041,36706.2305
J43,SURFACE CAR PARK,5,0,0,West,15975.2217,36672.4648
J44,SURFACE CAR PARK,5,0,0,West,15904.8789,36553.3516
J45,SURFACE CAR PARK,5,0,0,West,16144.0439,36789.7031
J46,SURFACE CAR PARK,5,0,0,West,15284.1084,36874.7695
J47,SURFACE CAR PARK,5,0,0,West,15168.6443,36930.4317
J48,SURFACE CAR PARK,5,0,0,West,15219.7479,37142.2128
J49,SURFACE CAR PARK,5,0,0,West,15272.0103,37284.0817
J49M,MULTI-STOREY CAR PARK,4,0,0,West,15352.863,37320.212
J5,SURFACE CAR PARK,5,0,0,West,17883.7508,35609.7189
J50,SURFACE CAR PARK,5,0,0,West,15669.4749,37311.863
J51,SURFACE CAR PARK,5,0,0,West,15904.1348,37295.1406
J52,SURFACE CAR PARK,5,0,0,West,15914.5094,37063.4502
J53,SURFACE CAR PARK,5,0,0,West,16137.4785,36983.8477
J54,SURFACE CAR PARK,5,0,0,West,15890.8105,36893.8086
J55,SURFACE CAR PARK,5,0,0,West,15866.4258,36751.25
J56,SURFACE CAR PARK,5,0,0,West,17537.9507,35231.3632
J57,SURFACE CAR PARK,5,0,0,West,17516.667,35130.0187
J57L,SURFACE CAR PARK,5,0,0,West,17598.8143,35184.3604
J58,MULTI-STOREY CAR PARK,4,0,0,West,17576.3345,35155.1132
J6,SURFACE CAR PARK,5,0,0,West,17486.8128,35693.066
J60L,SURFACE CAR PARK,5,0,0,West,15152.11,36874.8285
J60M,MULTI-STOREY CAR PARK,4,0,0,West,15155.3093,36830.6309
J61,SURFACE CAR PARK,5,0,0,West,11874.875,35804.875
J62,SURFACE CAR PARK,5,0,0,West,11539.0898,35894.793
J62M,MULTI-STOREY CAR PARK,4,0,0,West,11666.8136,35782.3574
J63,SURFACE CAR PARK,5,0,0,West,11654.2969,35993.1406
J64,MULTI-STOREY CAR PARK,4,0,0,West,16707.915,36290.7825
J65,SURFACE CAR PARK,5,0,0,West,11971.8174,36102.7266
J66,SURFACE CAR PARK,5,0,0,West,12175.81,35939.8984
J67,SURFACE CAR PARK,5,0,0,West,12357.588,35978.1413
J68M,MULTI-STOREY CAR PARK,4,0,0,West,12264.1306,36023.6972
J69,SURFACE CAR PARK,5,0,0,West,12455.3311,35761.7852
J69M,MULTI-STOREY CAR PARK,4,0,0,West,12422.54,35944.981
J7,SURFACE CAR PARK,5,0,0,West,17395.7576,35966.8282
J70,SURFACE CAR PARK,5,0,0,West,12440.6748,36204.0469
J71,SURFACE CAR PARK,5,0,0,West,12514.7743,36484.9714
J72,SURFACE CAR PARK,5,0,0,West,12910.9012,36599.9072
J73,SURFACE CAR PARK,5,0,0,West,12965.2227,36238.1133
J74,SURFACE CAR PARK,5,0,0,West,12730.417,36090.9727
J74M,MULTI-STOREY CAR PARK,4,0,0,West,12812.9485,36110.9309
J75M,MULTI-STOREY CAR PARK,4,0,0,West,12397.1268,36260.1612
J76M,MULTI-STOREY CAR PARK,4,0,0,West,12558.9118,36274.9459
J77M,MULTI-STOREY CAR PARK,4,0,0,West,13002.919,36619.5998
J78M,MULTI-STOREY CAR PARK,4,0,0,West,12620.3435,35969.4867
J79M,MULTI-STOREY CAR PARK,4,0,0,West,12599.8443,36515.2018
J8,SURFACE CAR PARK,5,0,0,West,17789.8162,35843.6681
J8M,MULTI-STOREY CAR PARK,4,0,0,West,17884.6894,35867.6356
J80M,MULTI-STOREY CAR PARK,4,0,0,West,13270.9893,36409.7045
J81M,MULTI-STOREY CAR PARK,4,0,0,West,13182.8539,36856.8882
J82M,MULTI-STOREY CAR PARK,4,0,0,West,12322.8738,36443.2248
J83M,MULTI-STOREY CAR PARK,4,0,0,West,12613.8496,36926.4932
J84M,MULTI-STOREY CAR PARK,4,0,0,West,12771.2097,36650.4919
J85M,MULTI-STOREY CAR PARK,4,0,0,West,12744.1045,36899.5648
J86M,MULTI-STOREY CAR PARK,4,0,0,West,13061.8605,36897.8976
J88M,MULTI-STOREY CAR PARK,4,0,0,West,13965.0447,35981.9547
J89M,MULTI-STOREY CAR PARK,4,0,0,West,13819.7717,36058.9311
J9,SURFACE CAR PARK,5,0,0,West,17837.3306,36030.7859
J90,MULTI-STOREY CAR PARK,4,0,0,West,18444.8766,35967.1503
J91,MULTI-STOREY CAR PARK,4,0,0,West,18071.4794,35523.767
J92,MULTI-STOREY CAR PARK,4,0,0,West,18377.6747,35526.0278
J93,MULTI-STOREY CAR PARK,4,0,0,West,18186.6838,35712.1634
J94,MULTI-STOREY CAR PARK,4,0,0,West,17966.9948,35762.0649
J95,MULTI-STOREY CAR PARK,4,0,0,West,18403.3359,35807.1678
J96,MULTI-STOREY CAR PARK,4,0,0,West,18166.4546,35964.0009
J97,MULTI-STOREY CAR PARK,4,0,0,West,18276.4189,36061.6102
J98M,MULTI-STOREY CAR PARK,4,0,0,West,12813.2745,35771.8721
J99M,MULTI-STOREY CAR PARK,4,0,0,West,12722.6845,35766.8461
KAB,BASEMENT CAR PARK,0,4,2,South,29009.336,29350.1611
KAM,MULTI-STOREY CAR PARK,4,4,2,South,29110.783,29377.6082
KAML,SURFACE CAR PARK,5,4,2,South,29106.1357,29419.0762
KAS,SURFACE CAR PARK,5,4,2,South,29052.1921,29224.6796
KBM,MULTI-STOREY CAR PARK,4,4,3,East,31984.8599,33610.8985
KBRM,MULTI-STOREY CAR PARK,4,4,3,East,32562.6638,32889.7832
KB1,SURFACE CAR PARK,5,4,3,East,31959.8887,33979.5898
KB10,SURFACE CAR PARK,5,4,3,East,31369.1973,33463.1641
KB11,SURFACE CAR PARK,5,4,3,East,31383.6001,33648.8612
KB12,SURFACE CAR PARK,5,4,3,East,31145.9587,33485.5967
KB14,SURFACE CAR PARK,5,4,3,East,32089.1664,33646.109
KB17,SURFACE CAR PARK,5,4,3,East,31293.2559,33326.1406
KB18,SURFACE CAR PARK,5,4,3,East,31607.4592,33883.3513
KB20,MULTI-STOREY CAR PARK,4,4,3,East,31686.3712,33999.0332
KB3,SURFACE CAR PARK,5,4,3,East,32043.8984,33676
KB4,SURFACE CAR PARK,5,4,3,East,32158.2889,33930.5369
KB6,SURFACE CAR PARK,5,4,3,East,32530.8352,33607.979
KB7,SURFACE CAR PARK,5,4,3,East,32135.5156,33759.7891
KEM1,MULTI-STOREY CAR PARK,4,4,2,South,30136.2998,32358.8836
KE1,SURFACE CAR PARK,5,1,3,East,36412.1149,34662.9517
KE2,SURFACE CAR PARK,5,1,3,East,36579.9508,34967.3109
KE3,SURFACE CAR PARK,5,1,3,East,36751.9219,35122.572
KE3M,MULTI-STOREY CAR PARK,4,1,3,East,36690.7665,35134.9344
KE4,SURFACE CAR PARK,5,1,3,East,36895.1004,35095.7928
KJML,SURFACE CAR PARK,5,4,2,South,30035.265,32724.2432
KJM1,MULTI-STOREY CAR PARK,4,4,2,South,29722.4759,33152.4737
KJM2,MULTI-STOREY CAR PARK,4,4,2,South,30084.3192,32664.3631
KJ1,SURFACE CAR PARK,5,4,2,South,30083.6504,32880.4805
KJ2,SURFACE CAR PARK,5,4,2,South,29932.1543,32838.1094
KJ3,SURFACE CAR PARK,5,4,2,South,29848.7578,32968.1406
KJ4,SURFACE CAR PARK,5,4,2,South,30020.0977,33207.0158
KLM,MULTI-STOREY CAR PARK,4,4,2,South,30613.3563,32065.8984
KM1,MULTI-STOREY CAR PARK,4,4,3,East,33634.3718,32491.1189
KM2,MULTI-STOREY CAR PARK,4,4,3,East,34056.2683,32342.8113
KM3,MULTI-STOREY CAR PARK,4,4,3,East,33523.1191,32313.2942
KM4,MULTI-STOREY CAR PARK,4,4,3,East,33792.0373,32312.0363
KM5,MULTI-STOREY CAR PARK,4,4,3,East,33812.7654,32478.3858
KM6,MULTI-STOREY CAR PARK,4,4,3,East,34098.3121,32420.0166
KM6L,SURFACE CAR PARK,5,4,3,East,34068.6084,32547.8395
KRM,MULTI-STOREY CAR PARK,4,4,3,East,32454.2248,32632.6824
KTM,MULTI-STOREY CAR PARK,4,4,2,South,27480.5391,29500.8137
KTM2,MULTI-STOREY CAR PARK,4,4,2,South,27349.7876,29542.5114
KTM3,MULTI-STOREY CAR PARK,4,4,2,South,27480.2057,29232.1227
KTM4,MULTI-STOREY CAR PARK,4,4,2,South,27329.8822,29325.2282
KTM5,MULTI-STOREY CAR PARK,4,4,2,South,27570.7265,29441.0716
KTM6,MULTI-STOREY CAR PARK,4,4,2,South,27546.4706,29366.694
KUM1,MULTI-STOREY CAR PARK,4,1,3,East,35319.8966,34382.6444
KUM2,MULTI-STOREY CAR PARK,4,1,3,East,35281.6557,34583.8609
KU1,SURFACE CAR PARK,5,1,3,East,35764.1553,34634.4679
KU2,SURFACE CAR PARK,5,1,3,East,35904.5382,34433.0259
KU3,SURFACE CAR PARK,5,1,3,East,35693.8016,34294.5677
KU4,SURFACE CAR PARK,5,1,3,East,35426.6861,34198.7233
KU5,SURFACE CAR PARK,5,1,3,East,34682.004,34739.3755
KU9,SURFACE CAR PARK,5,1,3,East,35542.2415,34680.104
K10,SURFACE CAR PARK,5,4,3,East,33686.7144,32414.074
K19,SURFACE CAR PARK,5,4,3,East,34230.6149,32242.3548
K2,SURFACE CAR PARK,5,4,3,East,33456.8846,32339.0013
K2T,SURFACE CAR PARK,5,4,3,East,33589.582,32206.4841
K21,SURFACE CAR PARK,5,4,3,East,34152.4219,32154.25
K22,SURFACE CAR PARK,5,4,3,East,34127.5,32207.5039
K3T,SURFACE CAR PARK,5,4,3,East,33624.4511,32211.1481
K52,SURFACE CAR PARK,5,4,3,East,33696.3242,32544.5075
K7,SURFACE CAR PARK,5,4,3,East,33864.8318,32356.4852
K9,SURFACE CAR PARK,5,4,3,East,33891.3203,32539.3633
LBM,MULTI-STOREY CAR PARK,4,4,2,South,25985.8189,30193.5347
LT1,SURFACE CAR PARK,5,1,3,East,36701.4493,33951.4516
LT2,SURFACE CAR PARK,5,1,3,East,36631.1094,34016.6914
LT3,SURFACE CAR PARK,5,1,3,East,36588.6943,34141.3917
L1,SURFACE CAR PARK,5,1,3,East,32678.1348,36847.0548
MLM,MULTI-STOREY CAR PARK,4,4,2,South,24676.3894,30639.2696
MLM1,MULTI-STOREY CAR PARK,4,4,2,South,24684.8066,30491.8693
MM1,MULTI-STOREY CAR PARK,4,1,3,East,33981.2699,34740.5471
MM2,MULTI-STOREY CAR PARK,4,4,3,East,33873.4028,34064.3335
MM3,MULTI-STOREY CAR PARK,4,1,3,East,34087.5573,34277.3707
MM4,MULTI-STOREY CAR PARK,4,1,3,East,33807.9172,34598.3392
MM5,MULTI-STOREY CAR PARK,4,1,3,East,34149.4724,34667.1985
MM6,MULTI-STOREY CAR PARK,4,1,3,East,34318.7769,34060.4025
MM7,MULTI-STOREY CAR PARK,4,1,3,East,34296.3215,34188.8298
MM7L,SURFACE CAR PARK,5,1,3,East,34178.4766,34165.8832
MNM,MULTI-STOREY CAR PARK,4,4,3,East,30951.0578,33699.6625
MNRM,MULTI-STOREY CAR PARK,4,4,3,East,30906.0026,33644.1601
MN1,SURFACE CAR PARK,5,4,3,East,30880.3705,33808.8344
MN2,SURFACE CAR PARK,5,4,3,East,30565.2223,33368.7671
MP1,SURFACE CAR PARK,5,1,3,East,37371.0903,31905.8597
MP1M,MULTI-STOREY CAR PARK,4,1,3,East,36524.3349,31701.1168
MP12,SURFACE CAR PARK,5,1,3,East,36262.5434,31721.8625
MP13,SURFACE CAR PARK,5,1,3,East,36406.0703,31559.5098
MP14,SURFACE CAR PARK,5,1,3,East,36194.5872,31654.4656
MP15,SURFACE CAR PARK,5,1,3,East,36086.4038,31669.644
MP16,SURFACE CAR PARK,5,1,3,East,36149.1148,31581.2922
MP17,SURFACE CAR PARK,5,1,3,East,37231.475,32107.329
MP19,MULTI-STOREY CAR PARK,4,1,3,East,36133.3286,31515.2207
MP2,SURFACE CAR PARK,5,1,3,East,37274.8789,31840.2031
MP2M,MULTI-STOREY CAR PARK,4,1,3,East,36854.4147,31775.1611
MP20,SURFACE CAR PARK,5,1,3,East,36109.3594,31519.7479
MP3M,MULTI-STOREY CAR PARK,4,1,3,East,37128.3266,31854.8695
MP4M,MULTI-STOREY CAR PARK,4,1,3,East,37001.0531,31814.983
MP5,SURFACE CAR PARK,5,1,3,East,37220.0664,32048.6387
MP5M,MULTI-STOREY CAR PARK,4,1,3,East,36809.7582,31975.4666
MP5S,SURFACE CAR PARK,5,1,3,East,36819.8751,31889.6622
MP6,SURFACE CAR PARK,5,1,3,East,37244.1328,31980.8496
MP6M,MULTI-STOREY CAR PARK,4,1,3,East,36343.2232,31627.1688
MP6S,SURFACE CAR PARK,5,1,3,East,36356.2562,31612.4137
MP7,SURFACE CAR PARK,5,1,3,East,37055.7578,31990.209
MR3,SURFACE CAR PARK,5,4,2,South,30868.3965,32223.6387
MR4,SURFACE CAR PARK,5,4,2,South,30966.4004,32248.0234
MR5,SURFACE CAR PARK,5,4,2,South,31057.5078,32274.7238
MR6,SURFACE CAR PARK,5,4,2,South,31029.1022,32165.4648
MR7,SURFACE CAR PARK,5,4,2,South,31013.0397,32209.1946
M1,SURFACE CAR PARK,5,4,3,East,33911.4824,33924.4674
M16,SURFACE CAR PARK,5,1,3,East,33917.1152,34519.5107
M20,SURFACE CAR PARK,5,1,3,East,34003.7503,34423.7894
M25,SURFACE CAR PARK,5,4,3,East,34105.2715,34051.7061
M28,SURFACE CAR PARK,5,1,3,East,33769.1354,34814.6793
M3,SURFACE CAR PARK,5,1,3,East,33962.7323,34675.6377
M32,SURFACE CAR PARK,5,4,3,East,33506.0078,33840.2109
M33,SURFACE CAR PARK,5,4,3,East,33436.9727,33943.3672
M34,SURFACE CAR PARK,5,1,3,East,33822.8767,34967.5382
M35,SURFACE CAR PARK,5,4,3,East,33853.4512,34389.6627
M36,SURFACE CAR PARK,5,4,3,East,33796.2186,34304.2656
M37,SURFACE CAR PARK,5,4,3,East,33818.9546,34433.4006
M38,SURFACE CAR PARK,5,1,3,East,34027.245,34375.424
M4,SURFACE CAR PARK,5,1,3,East,34047.6106,34582.1714
NBRM,MULTI-STOREY CAR PARK,4,4,2,South,31304.4327,31815.6323
NTL,SURFACE CAR PARK,5,1,1,North-East,39437.1163,38289.5513
NT1,MULTI-STOREY CAR PARK,4,1,3,East,39457.9515,38139.8942
NT10,MULTI-STOREY CAR PARK,4,1,1,North-East,40461.228,38578.6537
NT11,MULTI-STOREY CAR PARK,4,1,1,North-East,40340.3893,38418.7633
NT12,MULTI-STOREY CAR PARK,4,1,1,North-East,39145.7911,39063.0552
NT13,MULTI-STOREY CAR PARK,4,1,1,North-East,39215.9628,38841.7874
NT2,MULTI-STOREY CAR PARK,4,1,1,North-East,39470.0333,38235.2559
NT3,MULTI-STOREY CAR PARK,4,1,1,North-East,39463.3913,38452.666
NT4,MULTI-STOREY CAR PARK,4,1,1,North-East,39453.5479,38608.266
NT5,COVERED CAR PARK,1,1,1,North-East,39861.432,38191.3771
NT6,MULTI-STOREY CAR PARK,4,1,1,North-East,40071.7965,38819.0019
NT6L,SURFACE CAR PARK,5,1,1,North-East,40022.4095,38900.4834
NT7,MULTI-STOREY CAR PARK,4,1,1,North-East,40204.2581,38671.6502
NT7L,SURFACE CAR PARK,5,1,1,North-East,40166.8931,38573.2629
NT8,MULTI-STOREY CAR PARK,4,1,1,North-East,39893.7093,38667.9402
NT9,MULTI-STOREY CAR PARK,4,1,1,North-East,40335.8086,38749.5219
PDC4,BASEMENT CAR PARK,0,2,0,West,17475.2563,39985.5474
PDC5,SURFACE/MULTI-STOREY CAR PARK,6,2,0,West,17989.9222,41499.0296
PDJ3,BASEMENT CAR PARK,0,0,0,West,15435.0187,35211.8516
PDJ7,SURFACE/MULTI-STOREY CAR PARK,6,0,0,West,12930.5286,36787.2543
PDL1,BASEMENT CAR PARK,0,1,1,North-East,36861.9823,41783.2542
